School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,Data As Of
THE SCIENCE AND MEDICINE MIDDL,K,18,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,175775,CIP,K366,965 EAST 107 STREET,Brooklyn,11236,BROOKLYN,40.647323,-73.892022,18,18,984,3396940,3082150012,Canarsie,"(40.647323, -73.892022)",10/30/2018
COY L. COX SCHOOL,K,15,DEFECTIVE EXT WALL/FLOOD ELIMINATION/PARAPETS/ROOF,4525000,CIP,K369,383 STATE STREET,Brooklyn,11217,BROOKLYN,40.687257,-73.983579,2,2,41,3000567,3001720055,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.687257, -73.983579)",10/30/2018
P.S. 377 - BROOKLYN,K,32,LL 41-16 COMPLIANCE,44175.77,CIP,K377,200 WOODBINE STREET,Brooklyn,11221,BROOKLYN,40.694018,-73.915263,4,4,415,3076784,3033600001,Bushwick South,"(40.694018, -73.915263)",10/30/2018
M.S. 354 - BROOKLYN,K,17,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,6409024,CIP,K390,1224 PARK PLACE,Brooklyn,11213,BROOKLYN,40.672713,-73.936924,8,8,343,3036405,3013700029,Crown Heights North,"(40.672713, -73.936924)",10/30/2018
P.S. 109 - BROOKLYN,K,22,DEFECTIVE GYMNASIUM WALLS/ROOFS/PARAPETS,3783000,CIP,K395,1001 EAST 45 STREET,Brooklyn,11203,BROOKLYN,40.636455,-73.933582,17,17,836,3114526,3050220002,East Flatbush-Farragut,"(40.636455, -73.933582)",10/30/2018
K396 SPED - BROOKLYN,K,23,ELEVATOR,1722600,CIP,K396,110 CHESTER STREET,Brooklyn,11212,BROOKLYN,40.668856,-73.911499,16,16,924,3081032,3035200008,Brownsville,"(40.668856, -73.911499)",10/30/2018
MIDWOOD HS - BROOKLYN,K,21,CRACKED CONCRETE STRUCTURE/FIELD HOUSE,18211000,CIP,K406,1124 EAST 17 STREET,Brooklyn,11210,BROOKLYN,40.622641,-73.958988,14,14,768,3000000,3067260087,Midwood,"(40.622641, -73.958988)",10/30/2018
P.S. 16 - QUEENS,Q,24,EXTERIOR MASONRY,1855000,CIP,Q721,41-15 104 STREET,Queens,11368,QUEENS,40.748987,-73.86123,4,4,403,4048820,4019850001,North Corona,"(40.748987, -73.86123)",10/30/2018
ABRAHAM LINCOLN HS - BROOKLYN,K,21,SANDY: INTERIOR/VENT/ELEC/FLOOD/ATHLETIC FIELD,39842974,CIP,K411,2800 OCEAN PARKWAY,Brooklyn,11235,BROOKLYN,40.581681,-73.967308,13,13,354,3196293,3072540001,West Brighton,"(40.581681, -73.967308)",10/30/2018
MULTICULTURAL HS - BROOKLYN,K,19,PARAPETS/FLOOD ELIMINATION/ROOFS/EXTERIOR MASONRY,38969000,CIP,K420,999 JAMAICA AVENUE,Brooklyn,11208,BROOKLYN,40.691146,-73.868328,5,5,1180,3090738,3040940001,park-cemetery-etc-Brooklyn,"(40.691146, -73.868328)",10/30/2018
JAMES MADISON HS - BROOKLYN,K,22,FY16 RESO A AUDITORIUM UPGRADE,680000,CIP,K425,3787 BEDFORD AVENUE,Brooklyn,11229,BROOKLYN,40.609912,-73.948512,15,15,642,3182721,3067880001,Madison,"(40.609912, -73.948512)",10/30/2018
JAMES MADISON HS - BROOKLYN,K,22,SWIMMING POOL,5779000,CIP,K425,3787 BEDFORD AVENUE,Brooklyn,11229,BROOKLYN,40.609912,-73.948512,15,15,642,3182721,3067880001,Madison,"(40.609912, -73.948512)",10/30/2018
BROOKLYN TECH HS - K,K,13,EXTERIOR MASONRY/ROOFS/PARAPETS/WINDOWS/PAVED AREA,23760000,CIP,K430,29 FT GREENE PLACE,Brooklyn,11217,BROOKLYN,40.688834,-73.976905,2,2,33,3058752,3020980013,Fort Greene,"(40.688834, -73.976905)",10/30/2018
BROOKLYN TECH HS - K,K,13,LOW VOLT ELEC SYS/KITCHEN FIRE SUPRESSION SYS,4291000,CIP,K430,29 FT GREENE PLACE,Brooklyn,11217,BROOKLYN,40.688834,-73.976905,2,2,33,3058752,3020980013,Fort Greene,"(40.688834, -73.976905)",10/30/2018
BROOKLYN TECH HS - K,K,13,FY14 RESO A ATHLETIC FIELDS,7617000,CIP,K431,490 CLERMONT AVENUE,Brooklyn,11238,BROOKLYN,40.682986,-73.968852,2,2,179,,,Fort Greene,"(40.682986, -73.968852)",10/30/2018
PERFORMING ARTS AND TECH. HS -,K,19,FY14 RESO A GYMNASIUM UPGRADE,1032000,CIP,K435,400 PENNSYLVANIA AVENUE,Brooklyn,11207,BROOKLYN,40.667456,-73.894747,5,5,1156,3084440,3037880001,East New York (Pennsylvania Ave),"(40.667456, -73.894747)",10/30/2018
PERFORMING ARTS AND TECH. HS -,K,19,WATER INFILTRATION,2648000,CIP,K435,400 PENNSYLVANIA AVENUE,Brooklyn,11207,BROOKLYN,40.667456,-73.894747,5,5,1156,3084440,3037880001,East New York (Pennsylvania Ave),"(40.667456, -73.894747)",10/30/2018
THE INTERNATIONAL HS - BROOKLY,K,17,MASONRY/WINDOWS/PARAPETS/ROOFS/FLOOD ELIMINATION,20937000,CIP,K440,883 CLASSON AVENUE,Brooklyn,11225,BROOKLYN,40.670349,-73.961695,9,9,213,3029686,3011870001,Crown Heights South,"(40.670349, -73.961695)",10/30/2018
NEW UTRECHT HS - BROOKLYN,K,20,WATER PENETRATION INTO BASEMENT/NATATORIUM RECONST,8803000,CIP,K445,1601 80 STREET,Brooklyn,11214,BROOKLYN,40.613262,-74.003404,11,11,182,3162711,3062710001,Bensonhurst West,"(40.613262, -74.003404)",10/30/2018
NEW UTRECHT HS - BROOKLYN,K,20,ATHLETIC FIELD REPAIRS,5290000,CIP,K446,1601 80 STREET,Brooklyn,11214,BROOKLYN,40.613262,-74.003404,11,11,182,3162711,3062710001,Bensonhurst West,"(40.613262, -74.003404)",10/30/2018
PROGRESS HS - K,K,14,ROOFS/WINDOWS/EXTERIOR MASONRY/PARAPETS,59377100,CIP,K450,850 GRAND STREET,Brooklyn,11211,BROOKLYN,40.712184,-73.939722,1,1,485,3325733,3030160001,Bushwick South,"(40.712184, -73.939722)",10/30/2018
BOYS & GIRLS HS - BROOKLYN,K,16,REPLACE CHILLERS & COOLING TOWERS,2996000,CIP,K455,1700 FULTON STREET,Brooklyn,11213,BROOKLYN,40.67944,-73.932407,3,3,271,3047996,3017010001,Crown Heights North,"(40.67944, -73.932407)",10/30/2018
BROOKLYN ACADEMY HS - BROOKLYN,K,13,WORK REQUIRED TO OBTAIN A C OF O,9436400,CIP,K458,832 MARCY AVENUE,Brooklyn,11216,BROOKLYN,40.685004,-73.947152,3,3,249,3051641,3018230038,Bedford,"(40.685004, -73.947152)",10/30/2018
SECONDARY SCHOOL FOR LAW - K,K,15,DETERIORATED LEADER AND DRAIN LINES,8985000,CIP,K460,237 7TH AVENUE,Brooklyn,11215,BROOKLYN,40.669629,-73.979287,6,6,155,3025510,3010820001,Park Slope-Gowanus,"(40.669629, -73.979287)",10/30/2018
I.S. 382 - BROOKLYN,K,17,STRUCTURAL DEFECTS AND ROOF,5234000,CIP,K465,911 FLATBUSH AVENUE,Brooklyn,11226,BROOKLYN,40.649787,-73.95855,14,14,794,3336215,3051030010,Erasmus,"(40.649787, -73.95855)",10/30/2018
H.S. 745 - BROOKLYN,K,17,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,875000,CIP,K470,600 KINGSTON AVENUE,Brooklyn,11203,BROOKLYN,40.658893,-73.942458,9,9,810,3107227,3048110001,Prospect Lefferts Gardens-Wingate,"(40.658893, -73.942458)",10/30/2018
ACAD. FOR ENVIRON. LDRSHP - K,K,32,FY14 RESO A SCIENCE LAB,989500,CIP,K480,400 IRVING AVENUE,Brooklyn,11237,BROOKLYN,40.69697,-73.910791,4,4,435,3076908,3033650098,Bushwick North,"(40.69697, -73.910791)",10/30/2018
BROOKLYN SCHOOL FOR MATH AND R,K,32,LOW VOLTAGE ELECTRICAL SYSTEMS,2100000,CIP,K480,400 IRVING AVENUE,Brooklyn,11237,BROOKLYN,40.69697,-73.910791,4,4,435,3076908,3033650098,Bushwick North,"(40.69697, -73.910791)",10/30/2018
THE BROOKLYN SCHOOL FOR SOCIAL,K,32,EXTERIOR MASONRY/PARAPETS/ROOFS,20195000,CIP,K480,400 IRVING AVENUE,Brooklyn,11237,BROOKLYN,40.69697,-73.910791,4,4,435,3076908,3033650098,Bushwick North,"(40.69697, -73.910791)",10/30/2018
THE BROOKLYN SCHOOL FOR SOCIAL,K,32,FLOOR TILE REPLACEMENT,364000,CIP,K480,400 IRVING AVENUE,Brooklyn,11237,BROOKLYN,40.69697,-73.910791,4,4,435,3076908,3033650098,Bushwick North,"(40.69697, -73.910791)",10/30/2018
THE BROOKLYN SCHOOL FOR SOCIAL,K,32,FY17 RESO A GYMNASIUM UPGRADE,428955.55,CIP,K480,400 IRVING AVENUE,Brooklyn,11237,BROOKLYN,40.69697,-73.910791,4,4,435,3076908,3033650098,Bushwick North,"(40.69697, -73.910791)",10/30/2018
THE BROOKLYN SCHOOL FOR SOCIAL,K,32,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,365000,CIP,K480,400 IRVING AVENUE,Brooklyn,11237,BROOKLYN,40.69697,-73.910791,4,4,435,3076908,3033650098,Bushwick North,"(40.69697, -73.910791)",10/30/2018
THE BROOKLYN SCHOOL FOR SOCIAL,K,32,SCHOOL BASED HEALTH CENTER,1250581.23,CIP,K480,400 IRVING AVENUE,Brooklyn,11237,BROOKLYN,40.69697,-73.910791,4,4,435,3076908,3033650098,Bushwick North,"(40.69697, -73.910791)",10/30/2018
TELECOM. ARTS & TECH. HS - K,K,20,C OF O/ELECTRICAL WORK FOR A/C INITIATIVE,7909272,CIP,K485,350 67 STREET,Brooklyn,11220,BROOKLYN,40.637282,-74.023849,10,10,70,3144482,3058500030,Bay Ridge,"(40.637282, -74.023849)",10/30/2018
I.S. 187 - BROOKLYN,K,20,FY17 RESO A ROOM CONVERSIONS/PARTITIONING,416000,CIP,K486,1171 65 STREET,Brooklyn,11219,BROOKLYN,40.627784,-74.004485,10,10,212,3142008,3057450029,Dyker Heights,"(40.627784, -74.004485)",10/30/2018
FORT HAMILTON HS - K,K,20,FY16 RESO A ATHLETIC FIELD UPGRADE,3538000,CIP,K490,8301 SHORE ROAD,Brooklyn,11209,BROOKLYN,40.627835,-74.040046,10,10,46,3152318,3060130001,Bay Ridge,"(40.627835, -74.040046)",10/30/2018
FORT HAMILTON HS - K,K,20,MASONRY DEFECTS/ROOFS/FLOOD/PARAPETS,27719000,CIP,K490,8301 SHORE ROAD,Brooklyn,11209,BROOKLYN,40.627835,-74.040046,10,10,46,3152318,3060130001,Bay Ridge,"(40.627835, -74.040046)",10/30/2018
FORT HAMILTON HS - K,K,20,POOL BOILER,4395000,CIP,K490,8301 SHORE ROAD,Brooklyn,11209,BROOKLYN,40.627835,-74.040046,10,10,46,3152318,3060130001,Bay Ridge,"(40.627835, -74.040046)",10/30/2018
HS FOR MEDICAL PROFESSIONS - K,K,18,PLANYC BOILER CONVERSION/PLANYC CLIMATE CTRL/FLOOD,8222000,CIP,K500,1600 ROCKAWAY PKWY,Brooklyn,11236,BROOKLYN,40.641474,-73.898254,18,18,990,3230949,3082220001,Canarsie,"(40.641474, -73.898254)",10/30/2018
BROOKLYN BRIDGE ACADEMY - K,K,18,WINDOWS,9394000,CIP,K515,6565 FLATLANDS AVENUE,Brooklyn,11236,BROOKLYN,40.633285,-73.916735,18,18,950,3224139,3079980005,Canarsie,"(40.633285, -73.916735)",10/30/2018
BROOKLYN GENERATION SCHOOL - K,K,18,INSTALL BACKFLOW PREVENTION DEVICES,429000,CIP,K515,6565 FLATLANDS AVENUE,Brooklyn,11236,BROOKLYN,40.633285,-73.916735,18,18,950,3224139,3079980005,Canarsie,"(40.633285, -73.916735)",10/30/2018
BROOKLYN GENERATION SCHOOL - K,K,18,ATHLETIC FIELD - TRACK,1618000,CIP,K516,6565 FLATLANDS AVENUE,Brooklyn,11236,BROOKLYN,40.633285,-73.916735,18,18,950,3224139,3079980005,Canarsie,"(40.633285, -73.916735)",10/30/2018
JOHN DEWEY HS - BROOKLYN,K,21,FY17 RESO A CULINARY ARTS KITCHEN UPGRADES,2236500,CIP,K540,50 AVENUE X,Brooklyn,11223,BROOKLYN,40.589268,-73.981738,13,13,308,3194998,3071850020,Gravesend,"(40.589268, -73.981738)",10/30/2018
SUNSET PARK HS - BROOKLYN,K,15,FY17 RESO A LIBRARY UPGRADES,549995,CIP,K564,153 35TH STREET,Brooklyn,11232,BROOKLYN,40.65571,-74.005197,7,7,84,3394175,3006880026,Sunset Park West,"(40.65571, -74.005197)",10/30/2018
WILLIAM E. GRADY VOC HS - K,K,21,FY16 RESO A CULINARY ARTS ROOM,1692000,CIP,K620,25 BRIGHTON 4TH ROAD,Brooklyn,11235,BROOKLYN,40.582585,-73.963477,13,13,366,3196378,3072610201,Brighton Beach,"(40.582585, -73.963477)",10/30/2018
WILLIAM E. GRADY VOC HS - K,K,21,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,504950,CIP,K620,25 BRIGHTON 4TH ROAD,Brooklyn,11235,BROOKLYN,40.582585,-73.963477,13,13,366,3196378,3072610201,Brighton Beach,"(40.582585, -73.963477)",10/30/2018
PATHWAYS IN TECHNOLOGY EARLY C,K,17,EXT MASONRY/ROOFS/PARAPETS/WINDOWS/FLOOD,12649000,CIP,K625,150 ALBANY AVENUE,Brooklyn,11213,BROOKLYN,40.675612,-73.938843,8,8,311,3030553,3012160046,Crown Heights North,"(40.675612, -73.938843)",10/30/2018
BROOKLYN HS OF THE ARTS - BROO,K,15,ANSUL SYS/FIRE ALARM/MECHANICAL SYS - VENTILATION,5186160,CIP,K655,345 DEAN STREET,Brooklyn,11217,BROOKLYN,40.683559,-73.98027,2,2,39,3001190,3001920013,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.683559, -73.98027)",10/30/2018
BROOKLYN HS OF THE ARTS - BROO,K,15,PLANYC BOILER CONVERSION/PLANYC CLIMATE CTRL,6277000,CIP,K656,500 PACIFIC STREET,Brooklyn,11217,BROOKLYN,40.684504,-73.980678,2,2,39,3001189,3001920001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.684504, -73.980678)",10/30/2018
P.S. 18 - BROOKLYN,K,14,STANDALONE GYM ANNEX,7246400,CIP,K673,101 MAUJER STREET,Brooklyn,11206,BROOKLYN,40.710609,-73.946977,1,1,503,3069559,3027870001,East Williamsburg,"(40.710609, -73.946977)",10/30/2018
BKLYN STUDIO SEC. SCL - BROOKL,K,21,EXT MASONRY/ROOFS/WINDOWS,6137000,CIP,K721,8310 21ST AVE,Brooklyn,11214,BROOKLYN,40.604879,-73.994404,11,11,288,3165232,3063290032,Bensonhurst West,"(40.604879, -73.994404)",10/30/2018
LIBERATION DIPLOMA PLUS H.S. -,K,21,FY18 RESO A GYMNASIUM UPGRADE,1426400,CIP,K728,2865 WEST 19 STREET,Brooklyn,11224,BROOKLYN,40.577208,-73.985953,13,13,326,3329331,3070200039,Seagate-Coney Island,"(40.577208, -73.985953)",10/30/2018
ADULT AND CONTINUING EDUCATION,K,13,EXT MSNRY/LOW VOLT/VENT/ROOFS/WIN/ PARAPETS/FLOOD,9880000,CIP,K743,475 NOSTRAND AVENUE,Brooklyn,11216,BROOKLYN,40.681233,-73.949737,3,3,249,3053020,3018440001,Bedford,"(40.681233, -73.949737)",10/30/2018
EL PUENTE ACADEMY - BROOKLYN,K,14,MASONRY/WINDOWS/PARAPETS/ROOFS,4212649,CIP,K778,250 HOOPER STREET,Brooklyn,11211,BROOKLYN,40.705898,-73.955611,1,1,529,3379706,3022070002,Williamsburg,"(40.705898, -73.955611)",10/30/2018
ALC - BROOKLYN CHOICES,K,32,EXT MASONRY/WINDOWS/PARAPETS/ROOFS,5947484,CIP,K799,271 MELROSE STREET,Brooklyn,11206,BROOKLYN,40.702083,-73.929647,4,4,425,3071962,3031570037,Bushwick South,"(40.702083, -73.929647)",10/30/2018
HEADQTRS 65 CNTRL ADMIN. - K,K,15,FACADE/WINDOWS,11737000,CIP,K801,65 COURT STREET,Brooklyn,11201,BROOKLYN,40.692012,-73.991227,2,2,9,3002557,3002660020,Brooklyn Heights-Cobble Hill,"(40.692012, -73.991227)",10/30/2018
P.S. 418 - BROOKLYN,K,15,PUBLIC ADDRESS SYS REPLACEMENT/FA SYS REPLACEMENT,1232000,CIP,K834,512 CARROLL STREET,Brooklyn,11215,BROOKLYN,40.676668,-73.985258,6,6,119,3007707,3004550001,Park Slope-Gowanus,"(40.676668, -73.985258)",10/30/2018
P.S. 295 - BROOKLYN,K,15,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,9114000,CIP,K845,330 18 STREET,Brooklyn,11215,BROOKLYN,40.660976,-73.988297,7,7,147,3331274,3008800001,Sunset Park West,"(40.660976, -73.988297)",10/30/2018
P.S. 15 - MANHATTAN,M,1,FY17 RESO A IPDVS CAMERA INSTALLATION,173650,CIP,M015,333 EAST 4 STREET,Manhattan,10009,MANHATTAN,40.721807,-73.979022,3,3,2601,1004415,1003740020,Lower East Side,"(40.721807, -73.979022)",10/30/2018
P.P.A.S. - MANHATTAN,M,2,MASONRY/AUD UPG/WIN/FLOOD/PARAPETS/ROOFS/FA,7315000,CIP,M017,328 WEST 48 STREET,Manhattan,10036,MANHATTAN,40.761448,-73.988019,4,4,127,1025092,1010380014,Clinton,"(40.761448, -73.988019)",10/30/2018
P.S. 30 - MANHATTAN,M,5,ROOFS/EXTERIOR MASONRY,4377000,CIP,M030,144-176 EAST 128 STREET,Manhattan,10035,MANHATTAN,40.805953,-73.935179,11,11,242,1054502,1017760020,East Harlem North,"(40.805953, -73.935179)",10/30/2018
I.S. 286 - MANHATTAN,M,5,WINDOWS/EXT MASONRY/ROOFS/PARAPETS,13162997,CIP,M043,509 WEST 129 STREET,Manhattan,10027,MANHATTAN,40.815256,-73.955325,9,9,219,1059723,1019840033,Manhattanville,"(40.815256, -73.955325)",10/30/2018
P.S. 50 - MANHATTAN,M,4,EXTERIOR MASONRY/ROOFS/PARAPETS/SITE WALLS,15829000,CIP,M050,433 EAST 100 STREET,Manhattan,10029,MANHATTAN,40.785258,-73.941526,11,11,162,1083933,1016940001,East Harlem South,"(40.785258, -73.941526)",10/30/2018
P.S. 50 - MANHATTAN,M,4,FY RESO A AUDITORIUM UPGRADE,738000,CIP,M050,433 EAST 100 STREET,Manhattan,10029,MANHATTAN,40.785258,-73.941526,11,11,162,1083933,1016940001,East Harlem South,"(40.785258, -73.941526)",10/30/2018
J.H.S. 52 - MANHATTAN,M,6,FLOOD ELIMINATION/EXTERIOR MASONRY,2559000,CIP,M052,650 ACADEMY STREET,Manhattan,10034,MANHATTAN,40.866053,-73.924835,12,12,291,1076776,1022330020,Marble Hill-Inwood,"(40.866053, -73.924835)",10/30/2018
J.H.S. 292 - MANHATTAN,M,1,ROOFS,4699000,CIP,M056,220 HENRY STREET,Manhattan,10002,MANHATTAN,40.713684,-73.986336,3,3,201,1003223,1002690041,Lower East Side,"(40.713684, -73.986336)",10/30/2018
EAST SIDE COMMUNITY SCHOOL,M,1,FIFTH FLOOR CEILING REPLACEMENT,150000,CIP,M060,420 EAST 12 STREET,Manhattan,10009,MANHATTAN,40.729589,-73.982555,3,3,34,1005974,1004390017,East Village,"(40.729589, -73.982555)",10/30/2018
P.S. 63 - MANHATTAN,M,1,FY17 RESO A SECURITY CAMERAS,466000,CIP,M063,121 EAST 3 STREET,Manhattan,10009,MANHATTAN,40.724117,-73.986381,3,3,32,1005760,1004310014,East Village,"(40.724117, -73.986381)",10/30/2018
P.S. 75 - MANHATTAN,M,3,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,6666000,CIP,M075,735 WEST END AVENUE,Manhattan,10025,MANHATTAN,40.795157,-73.973292,7,7,183,1034190,1012530065,Upper West Side,"(40.795157, -73.973292)",10/30/2018
P.S. 75 - MANHATTAN,M,3,TEMPORARY BOILER,250000,CIP,M075,735 WEST END AVENUE,Manhattan,10025,MANHATTAN,40.795157,-73.973292,7,7,183,1034190,1012530065,Upper West Side,"(40.795157, -73.973292)",10/30/2018
P.S. 83 - MANHATTAN,M,4,FULL PROGRAM ACCESSIBILITY,8585000,CIP,M083,219 EAST 109 STREET,Manhattan,10029,MANHATTAN,40.793194,-73.942548,11,11,180,1052436,1016590012,East Harlem North,"(40.793194, -73.942548)",10/30/2018
P.S. 84 - MANHATTAN,M,3,RESO A GREENROOF,2005000,CIP,M084,32 WEST 92 STREET,Manhattan,10025,MANHATTAN,40.789526,-73.967574,7,7,177,1081042,1012050006,Upper West Side,"(40.789526, -73.967574)",10/30/2018
P.S. 92 - MANHATTAN,M,5,COLLASPED WALL,4621599,CIP,M092,222 WEST 134 STREET,Manhattan,10030,MANHATTAN,40.815016,-73.945123,10,10,226,1058808,1019390011,Central Harlem North-Polo Grounds,"(40.815016, -73.945123)",10/30/2018
I.S. 104 - MANHATTAN,M,2,FY17 RESO A SUPPLEMENTAL COOLING,524400,CIP,M104,330 EAST 21 STREET,Manhattan,10010,MANHATTAN,40.736094,-73.980663,6,6,64,1081671,1009260001,Gramercy,"(40.736094, -73.980663)",10/30/2018
P.S. 108 - MANHATTAN,M,4,AC INITIATIVE,700000,CIP,M108,1615 MADISON AVENUE,Manhattan,10029,MANHATTAN,40.795146,-73.948368,11,11,17401,1051584,1016140021,East Harlem South,"(40.795146, -73.948368)",10/30/2018
P.S. 108 - MANHATTAN,M,4,PLANYC BOILER/PLANC CLIMATE CTRL/LOW VOLT/KITCHEN,6384000,CIP,M108,1615 MADISON AVENUE,Manhattan,10029,MANHATTAN,40.795146,-73.948368,11,11,17401,1051584,1016140021,East Harlem South,"(40.795146, -73.948368)",10/30/2018
P.S. 241 - MANHATTAN,M,3,FLOOD ELIMINATION,1337000,CIP,M113,240 WEST 113 STREET,Manhattan,10026,MANHATTAN,40.801689,-73.954908,10,10,216,1055111,1018280015,Central Harlem South,"(40.801689, -73.954908)",10/30/2018
P.S. 116 - MANHATTAN,M,2,FY18 RESO A SAFETY SYSTEMS,144450,CIP,M116,210 EAST 33 STREET,Manhattan,10016,MANHATTAN,40.744838,-73.978116,6,6,70,1020080,1009130007,Murray Hill-Kips Bay,"(40.744838, -73.978116)",10/30/2018
P.S. 333 - MANHATTAN,M,3,EXTERIOR MASONRY/ROOFS/PARAPETS,11148891,CIP,M118,154 WEST 93 STREET,Manhattan,10025,MANHATTAN,40.791728,-73.970845,7,7,177,1032522,1012230005,Upper West Side,"(40.791728, -73.970845)",10/30/2018
P.S. 333 - MANHATTAN,M,3,FY18 RESO A AUDITORIUM UPGRADE,480000,CIP,M118,154 WEST 93 STREET,Manhattan,10025,MANHATTAN,40.791728,-73.970845,7,7,177,1032522,1012230005,Upper West Side,"(40.791728, -73.970845)",10/30/2018
P.S. 125 - MANHATTAN,M,5,ROOFS/FLOOD ELIMINATION/EXTERIOR MASONRY/PARAPETS,8744000,CIP,M125,425 WEST 123 STREET,Manhattan,10027,MANHATTAN,40.810431,-73.955809,9,9,20901,1059526,1019640012,Morningside Heights,"(40.810431, -73.955809)",10/30/2018
P.S. 128 - MANHATTAN,M,6,PLANYC BOILER CNVSN/PLANYC CLIMATE CTRL,6790000,CIP,M128,560 WEST 169 STREET,Manhattan,10032,MANHATTAN,40.841321,-73.938506,12,12,251,1062994,1021250001,Washington Heights South,"(40.841321, -73.938506)",10/30/2018
P.S. 132 - MANHATTAN,M,6,IRON FENCE & HANDRAILS/WATER INFILTRATION/BOILER,8888000,CIP,M132,185 WADSWORTH AVENUE,Manhattan,10033,MANHATTAN,40.850626,-73.934377,12,12,271,1063947,1021650026,Washington Heights North,"(40.850626, -73.934377)",10/30/2018
P.S. 184 - MANHATTAN,M,1,PLAYGROUNDS,1353309.93,CIP,M137,327 CHERRY STREET,Manhattan,10002,MANHATTAN,40.711549,-73.986542,3,3,201,1003143,1002450007,Lower East Side,"(40.711549, -73.986542)",10/30/2018
P.S. 145 - MANHATTAN,M,3,FY16 RESO A IP SURVEILLANCE CAMERA INSTALLATION,135000,CIP,M145,150 WEST 105 STREET,Manhattan,10025,MANHATTAN,40.799178,-73.964842,7,7,189,1076625,1018590001,Upper West Side,"(40.799178, -73.964842)",10/30/2018
P.S. 145 - MANHATTAN,M,3,PLANYC BOILER CNVSN/PLANYC CLIMATE CTRL,3073000,CIP,M145,150 WEST 105 STREET,Manhattan,10025,MANHATTAN,40.799178,-73.964842,7,7,189,1076625,1018590001,Upper West Side,"(40.799178, -73.964842)",10/30/2018
P.S. 152 - MANHATTAN,M,6,ELECTRICAL SYSTEMS,777711,CIP,M152,93 NAGLE AVENUE,Manhattan,10040,MANHATTAN,40.860412,-73.927936,12,12,283,1064149,1021730001,Washington Heights North,"(40.860412, -73.927936)",10/30/2018
P.S. 152 - MANHATTAN,M,6,WATER INFILTRATION,2238000,CIP,M152,93 NAGLE AVENUE,Manhattan,10040,MANHATTAN,40.860412,-73.927936,12,12,283,1064149,1021730001,Washington Heights North,"(40.860412, -73.927936)",10/30/2018
P.S. 129 - QUEENS,Q,25,Addition,0,CAP,Q129,128-02 7TH AVENUE,Queens,11356,QUEENS,40.790638,-73.839771,7,19,945,4096774,4039760001,Whitestone,"(40.790638, -73.839771)",02/06/2019
P.S. 153 - MANHATTAN,M,6,FY17 RESO A PLAYGROUND REDEVELPOMENT,249390,CIP,M153,1750 AMSTERDAM AVENUE,Manhattan,10031,MANHATTAN,40.826295,-73.946845,9,9,233,1081834,1020780019,Hamilton Heights,"(40.826295, -73.946845)",10/30/2018
P.S. 158 - MANHATTAN,M,2,PLAYGROUNDS,3177000,CIP,M158,1458 YORK AVENUE,Manhattan,10075,MANHATTAN,40.770419,-73.951135,8,8,132,1046411,1014890001,Lenox Hill-Roosevelt Island,"(40.770419, -73.951135)",10/30/2018
P.S. 163 - MANHATTAN,M,3,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,2442564,CIP,M163,163 WEST 97 STREET,Manhattan,10025,MANHATTAN,40.794264,-73.968706,7,7,185,1055908,1018520099,Upper West Side,"(40.794264, -73.968706)",10/30/2018
P.S. 165 - MANHATTAN,M,3,EXT MASONRY/ROOFS,6233477,CIP,M165,234 WEST 109 STREET,Manhattan,10025,MANHATTAN,40.802917,-73.965613,7,7,195,1056676,1018800013,Morningside Heights,"(40.802917, -73.965613)",10/30/2018
P.S. 171 - MANHATTAN,M,4,FLOOD ELIM/WINDOWS/EXT MASONRY/HEATING PLANT UPG,16691000,CIP,M171,19 EAST 103 STREET,Manhattan,10029,MANHATTAN,40.792122,-73.951961,11,11,168,1051497,1016090007,East Harlem South,"(40.792122, -73.951961)",10/30/2018
P.S. 173 - MANHATTAN,M,6,FLOOD/PARAPETS/MASONRY/PAVED AREAS-CONCRETE/ROOFS,9926550,CIP,M173,306 FORT WASHINGTON AVE,Manhattan,10033,MANHATTAN,40.845469,-73.940468,12,12,263,1063503,1021420154,Washington Heights South,"(40.845469, -73.940468)",10/30/2018
P.S. 175 HENRY H GARNET - M,M,5,FY17 RESO A GYMNASIUM UPGRADE,363000,CIP,M175,175 WEST 134 STREET,Manhattan,10030,MANHATTAN,40.814422,-73.943664,10,10,228,1058248,1019190006,Central Harlem North-Polo Grounds,"(40.814422, -73.943664)",10/30/2018
